id,outlet_name,restaurant_name
5c53db29a35235245446d82c,Bundelkhand Fast Food & Chaat Centre,Bundelkhand Fast Food & Chaat Centre
5c53db29a35235245446d88e,Bunty Bhojanalay,Bunty Bhojanalay
5c53db29a35235245446d8df,Burger Buddy,Burger Buddy
5c53db29a35235245446d90c,Burger King,Burger King
5c53db29a35235245446d971,Burger Land,Burger Land
5c53db2aa35235245446d9e9,Burgerland,Burgerland
5c53db2aa35235245446da57,CAD(M) CAD(B),CAD(M) CAD(B)
5c53db2aa35235245446dacb,Cafe Alabina,Cafe Alabina
5c53db2aa35235245446dae2,Cafe Arabia,Cafe Arabia
5c53db2ba35235245446db2c,Cafe Cheese Box,Cafe Cheese Box
5c53db2ba35235245446db7d,Cafe Cozy Kona,Cafe Cozy Kona
5c53db2ba35235245446dbcf,Cafe Elixir,Cafe Elixir
5c53db2ba35235245446dc73,Cafe Girlies,Cafe Girlies
5c53db2ba35235245446dd37,Cafe Hidden Paradise,Cafe Hidden Paradise
5c53db2ba35235245446dd42,Cafe Kinara,Cafe Kinara
5c53db2ba35235245446ddd3,Cafe Mojo Jojo,Cafe Mojo Jojo
5c53db2fa35235245446de3e,Cafe Nine Bhopal,Cafe Nine Bhopal
5c53db2fa35235245446de71,Caffeine Mug Cafe,Caffeine Mug Cafe
5c53db2fa35235245446dec9,Cakes n Koffee,Cakes n Koffee
5c53db2fa35235245446df44,Chaat Chatore,Chaat Chatore
5c53db2fa35235245446dfcd,Chache Da Dhaba,Chache Da Dhaba
5c53db2fa35235245446e060,Chahat Sweets And Namkeen,Chahat Sweets And Namkeen
5c53db2fa35235245446e08a,Chai 34,Chai 34
5c53db2fa35235245446e0a4,Chai Da Talab,Chai Da Talab
5c53db30a35235245446e119,Chai Ho Jaye,Chai Ho Jaye
5c53db30a35235245446e18b,Chai Kaapi,Chai Kaapi
5c53db30a35235245446e1c8,Chai Sutta Bar,Chai Sutta Bar
5c53db30a35235245446e26a,Chaifeteria,Chaifeteria
5c53db30a35235245446e296,Chaiwala Tefé,Chaiwala Tefé
5c53db30a35235245446e21d,Chai Sutta Bar,Chai Sutta Bar
5c53db30a35235245446e2f9,Chanchal Sweets,Chanchal Sweets
5c53db31a35235245446e428,Chappan Bhog,Chappan Bhog
5c53db31a35235245446e43a,Chaska Fast Food,Chaska Fast Food
5c53db31a35235245446e443,Chaska Momos,Chaska Momos
5c53db31a35235245446e45d,Chaska Momos,Chaska Momos
5c53db31a35235245446e481,Chaska,Chaska
5c53db31a35235245446e498,Chatar Patar,Chatar Patar
5c53db31a35235245446e499,Chatkara Fast Food,Chatkara Fast Food
5c53db31a35235245446e49a,Chef Home Taste,Chef Home Taste
5c53db31a35235245446e4a8,Chef's Corner,Chef's Corner
5c53db31a35235245446e505,Chennai Dosa House,Chennai Dosa House
5c53db31a35235245446e549,Cherry on Top,Cherry on Top
5c53db31a35235245446e55d,Chicken Food Corner,Chicken Food Corner
5c53db32a35235245446e565,Chicken House,Chicken House
5c53db32a35235245446e572,Chicken Hut,Chicken Hut
5c53db31a35235245446e4d8,Chef's Triangle,Chef's Triangle
5c53db32a35235245446e584,Chicken Tadka,Chicken Tadka
5c53db32a35235245446e689,Chimney - The Celestial Park Hotel,Chimney - The Celestial Park Hotel
5c53db32a35235245446e625,Chill-N-Grill,Chill-N-Grill
5c53db32a35235245446e71f,Chingara,Chingara
5c53db32a35235245446e7fd,Chitwan Fine Dine Garden Restaurant,Chitwan Fine Dine Garden Restaurant
5c53db32a35235245446e803,Chocolot,Chocolot
5c53db33a35235245446e823,Chulha Chauka,Chulha Chauka
5c53db33a35235245446e84f,CKC Restaurant,CKC Restaurant
5c53db33a35235245446e914,Cloud 9,Cloud 9
5c53db33a35235245446e996,Cloud XI,Cloud XI
5c53db33a35235245446e9d3,Coco Cafe,Coco Cafe
5c53db33a35235245446ea32,Coffee and Kitchen,Coffee and Kitchen
5c53db33a35235245446ea99,Cook Dooh Kooh,Cook Dooh Kooh
5c53db33a35235245446eaab,Cookie Man,Cookie Man
5c53db34a35235245446eb86,Countryside Meadows,Countryside Meadows
5c53db34a35235245446ec27,Cowboy Restaurant & Lounge,Cowboy Restaurant & Lounge
5c53db34a35235245446ec6c,Cream Dream,Cream Dream
5c53db34a35235245446ec77,Crispy Chicken Point,Crispy Chicken Point
5c53db34a35235245446ec97,Crèmeore,Crèmeore
5c53db34a35235245446ed01,CSFC Restaurant,CSFC Restaurant
5c53db34a35235245446ed30,Cuisine's World,Cuisine's World
5c53db35a35235245446ed5e,Da pizzeria,Da pizzeria
5c53db35a35235245446ee5a,Daawat,Daawat
5c53db35a35235245446ef6c,Darji Punjabi Dhaba,Darji Punjabi Dhaba
5c53db35a35235245446ef21,Dana Pani Restaurant,Dana Pani Restaurant
5c53db36a35235245446f033,Dark Dining Restaurant,Dark Dining Restaurant
5c53db36a35235245446f069,Deepak Eat Fresh,Deepak Eat Fresh
5c53db36a35235245446f095,Delhi 6,Delhi 6
5c53db36a35235245446f098,Delhi Ke Chole Bature,Delhi Ke Chole Bature
5c53db36a35235245446f0ad,Delicious Time,Delicious Time
5c53db36a35235245446f18d,Delight Korner Cafe Restaurant,Delight Korner Cafe Restaurant
5c53db37a35235245446f1b2,Desi Adda,Desi Adda
5c53db37a35235245446f1bd,Desi Gali FastFood,Desi Gali FastFood
5c53db37a35235245446f268,Desi Tadka,Desi Tadka
5c53db37a35235245446f271,Desi Tapri,Desi Tapri
5c53db37a35235245446f293,Dew Drops,Dew Drops
5c53db37a35235245446f30f,Dhaba Cafe,Dhaba Cafe
5c53db38a35235245446f360,Dhaba Pindbamhori,Dhaba Pindbamhori
5c53db38a35235245446f363,Dhakad Biryani,Dhakad Biryani
5c53db38a35235245446f3c2,Diet Food Corner,Diet Food Corner
5c53db39a35235245446f430,Dilli Da Zaika,Dilli Da Zaika
5c53db39a35235245446f4f5,Dilli di Hatti,Dilli di Hatti
5c53db3aa35235245446f5c6,Do Do Fast Food & Restaurant,Do Do Fast Food & Restaurant
5c53db3aa35235245446f66b,Dollson,Dollson
5c53db3aa35235245446f6f2,Dollson,Dollson
5c53db3aa35235245446f73e,Domino's Pizza,Domino's Pizza
5c53db3aa35235245446f78a,Domino's Pizza,Domino's Pizza
5c53db3ba35235245446f7d6,Domino's Pizza,Domino's Pizza
5c53db3ba35235245446f81a,Domino's Pizza,Domino's Pizza
5c53db3ba35235245446f866,Domino's Pizza,Domino's Pizza
5c53db3ba35235245446f8aa,Domino's Pizza,Domino's Pizza
5c53db3ba35235245446f8f6,Domino's Pizza,Domino's Pizza
5c53db3ba35235245446f984,Dosa Fusion,Dosa Fusion
5c53db3ba35235245446f99f,Dosa Point,Dosa Point
5c53db3ba35235245446fa17,Dr. Bubbles,Dr. Bubbles
5c53db3ca35235245446faaf,Drool Ah!,Drool Ah!
5c53db3ca35235245446fb73,Dubai Return Chef,Dubai Return Chef
5c53db3ca35235245446fb92,E-Cafe,E-Cafe
5c53db3ca35235245446fc0a,Eat And Enjoy,Eat And Enjoy
5c53db3ca35235245446fc53,Eat Out Loud,Eat Out Loud
5c53db3ca35235245446fce8,Evening Point,Evening Point
5c53db3ca35235245446fd10,Evening Post,Evening Post
5c53db3da35235245446fd2c,F For Fries,F For Fries
5c53db3da35235245446fda9,Faasos,Faasos
5c53db3da35235245446fdf6,Famous Chicken Biryani,Famous Chicken Biryani
5c53db3da35235245446fdfb,Fanoosh Chicken Shawarma,Fanoosh Chicken Shawarma
5c53db3da35235245446fe0c,Fifty 5 Fast Food,Fifty 5 Fast Food
5c53db3da35235245446fe96,Filfora,Filfora
5c53db3da35235245446fed9,Firangi Cafe,Firangi Cafe
5c53db3da35235245446ff18,Flavour Of Rajasthan,Flavour Of Rajasthan
5c53db3ba35235245446f93a,Dominos,Dominos
5c53db3da35235245446ff2d,Fluffy Bake Eats,Fluffy Bake Eats
5c53db3ea35235245446ffa6,FOI - Food Of Indians,FOI - Food Of Indians
5c53db3ea35235245446ffa7,Food Adda,Food Adda
5c53db3ea35235245446ffa8,Food Adda,Food Adda
5c53db3ea35235245447001c,Food At Knight,Food At Knight
5c53db3ea352352454470020,Food City Restaurant,Food City Restaurant
5c53db3ea35235245447012c,Food Craft Restaurant,Food Craft Restaurant
5c53db3ea35235245447014c,Food Hub,Food Hub
5c53db3ea35235245447016e,Food N Food,Food N Food
5c53db3ea3523524544701cb,Food Paradise,Food Paradise
5c53db3ea352352454470221,Food Planet,Food Planet
5c53db3fa35235245447025a,Food Singh,Food Singh
5c53db3fa3523524544702a2,Food Station,Food Station
5c53db3fa352352454470338,Food Stories,Food Stories
5c53db3fa3523524544703a7,Food Venture,Food Venture
5c53db3fa352352454470438,Foodie Family Garden Restaurant,Foodie Family Garden Restaurant
5c53db3fa35235245447046f,Foodies Cafe,Foodies Cafe
5c53db3fa35235245447050d,Foodies,Foodies
5c53db3fa352352454470511,Foodistan,Foodistan
5c53db40a35235245447053d,Foodizo,Foodizo
5c53db40a3523524544705a2,Fourved Café,Fourved Café
5c53db40a3523524544705cb,Fresh Fruit Salad Centre,Fresh Fruit Salad Centre
5c53db40a3523524544705d9,Fresh Meal Basket,Fresh Meal Basket
5c53db40a3523524544705e4,Friends Cake Shop,Friends Cake Shop
5c53db40a352352454470604,Fries Hub & Cafe,Fries Hub & Cafe
5c53db40a352352454470613,Fryday's,Fryday's
5c53db40a35235245447064c,Gaagar,Gaagar
5c53db40a3523524544706a6,Gaagar,Gaagar
5c53db40a352352454470724,Gandhi Dham,Gandhi Dham
5c53db41a3523524544707ee,Ganesh Chinese & Fast Food,Ganesh Chinese & Fast Food
5c53db41a35235245447084c,Gappu Punjabi Dhaba,Gappu Punjabi Dhaba
5c53db41a352352454470880,Ghamandi Lassi,Ghamandi Lassi
5c53db41a3523524544708bb,Ghiza,Ghiza
5c53db41a352352454470924,Giani's Ice Cream,Giani's Ice Cream
5c53db41a352352454470a10,Golden Lakes Hotel,Golden Lakes Hotel
5c53db41a352352454470ab2,Goldmine Bar,Goldmine Bar
5c53db42a352352454470b08,Goodricke Tea Pot,Goodricke Tea Pot
5c53db42a352352454470b61,Goodricke Teapot,Goodricke Teapot
5c53db42a352352454470b6b,Gopal Chinese,Gopal Chinese
5c53db42a352352454470b81,Gopal Nastha Ghar,Gopal Nastha Ghar
5c53db42a352352454470b8f,Gopal Tea & Food's Corner,Gopal Tea & Food's Corner
5c53db42a352352454470b9f,Grand Ashirwad Beacon,Grand Ashirwad Beacon
5c53db42a352352454470c09,Greek Food & Beyond,Greek Food & Beyond
5c53db42a352352454470c63,Grills & More,Grills & More
5c53db42a352352454470c96,Gujrat Cold Drinks,Gujrat Cold Drinks
5c53db42a352352454470cb6,Gulshan Bhojanalaya,Gulshan Bhojanalaya
5c53db42a352352454470cbe,Gupta Ji Burger Center And Fast Food,Gupta Ji Burger Center And Fast Food
5c53db42a352352454470cbf,Gupta Ji Burger Center,Gupta Ji Burger Center
5c53db43a352352454470d05,Gupta Tea Corner,Gupta Tea Corner
5c53db43a352352454470cfb,Gupta Ji Ka Shudh Sahakari Bhojnalaya,Gupta Ji Ka Shudh Sahakari Bhojnalaya
5c53db43a352352454470da1,Guptaji Shakahari Bhojnalay,Guptaji Shakahari Bhojnalay
5c53db43a352352454470db6,Gurukripa Celebration,Gurukripa Celebration
5c53db43a352352454470dd2,Gwalior Gajak,Gwalior Gajak
5c53db43a352352454470dd3,Gyani de Chole Bhature,Gyani de Chole Bhature
5c53db43a352352454470eea,H&B Restro,H&B Restro
5c53db43a352352454470efc,Haji Hotel,Haji Hotel
5c53db43a352352454470f61,Hakeem Hotel,Hakeem Hotel
5c53db44a352352454470fbd,Hakeem Hotel,Hakeem Hotel
5c53db44a35235245447101b,Hakeem hotel,Hakeem hotel
5c53db44a3523524544710dc,Hakeem's,Hakeem's
5c53db44a3523524544711bf,Hakeem's,Hakeem's
5c53db44a35235245447125e,Hakeem's,Hakeem's
5c53db45a3523524544712fd,Hakeem's,Hakeem's
5c53db45a352352454471315,Half Plate,Half Plate
5c53db45a35235245447133e,Hangover Tapri,Hangover Tapri
5c53db45a3523524544713a1,Haryana Hot Dog,Haryana Hot Dog
5c53db45a3523524544713ce,Hashtag Cafe And Lounge,Hashtag Cafe And Lounge
5c53db45a352352454471391,Happu Singh Di Hatti,Happu Singh Di Hatti
5c53db45a352352454471433,Hawaii Adda,Hawaii Adda
5c53db45a352352454471459,HBT Bakery,HBT Bakery
5c53db45a35235245447146e,Heena Hotel,Heena Hotel
5c53db45a3523524544714a3,Heera Sweets and Namkeen,Heera Sweets and Namkeen
5c53db46a3523524544714da,Herbal Juice House,Herbal Juice House
5c53db46a35235245447150f,Hide Away Grill,Hide Away Grill
5c53db46a35235245447151e,Hindustani Chicken Biryani,Hindustani Chicken Biryani
5c53db46a352352454471521,Hindustani Chicken Briryani,Hindustani Chicken Briryani
5c53db46a3523524544715bb,Home Kitchen Restaurant,Home Kitchen Restaurant
5c53db46a352352454471608,Honey Punjabi Dhaba,Honey Punjabi Dhaba
5c53db46a3523524544716cb,Hong Kong,Hong Kong
5c53db46a3523524544716d7,Hot N Crispy,Hot N Crispy
5c53db46a352352454471735,Hot Point Chicken Corner,Hot Point Chicken Corner
5c53db47a352352454471810,Hot Spot,Hot Spot
5c53db46a352352454471718,Hot N Spicy,Hot N Spicy
5c53db47a3523524544718d6,Hotel 4G,Hotel 4G
5c53db47a35235245447198b,Hotel Abhinav Palace,Hotel Abhinav Palace
5c53db47a352352454471a07,Hotel Aditya Palace,Hotel Aditya Palace
5c53db47a352352454471a2d,Hotel Afghan,Hotel Afghan
5c53db47a352352454471a7f,Hotel Aftab,Hotel Aftab
5c53db48a352352454471b8c,Hotel Amer Greens,Hotel Amer Greens
5c53db48a352352454471c69,Hotel Bharat Regency Restaurant,Hotel Bharat Regency Restaurant
5c53db48a352352454471cf2,Hotel Dayal Paradise,Hotel Dayal Paradise
5c53db48a352352454471dbe,Hotel Eleven Heights,Hotel Eleven Heights
5c53db4aa352352454471f54,Hotel Ganpati,Hotel Ganpati
5c53db4aa352352454471eb9,Hotel Galaxy Star,Hotel Galaxy Star
5c53db4aa352352454471f93,Hotel Grand Regency,Hotel Grand Regency
5c53db4aa352352454472017,Hotel Jalsa DLX,Hotel Jalsa DLX
5c53db4aa352352454472109,Hotel Jalsa,Hotel Jalsa
5c53db4aa35235245447218f,Hotel Kasturi Continental,Hotel Kasturi Continental
5c53db4ba352352454472218,Hotel Kolar,Hotel Kolar
5c53db4ba352352454472307,Hotel La Pearl,Hotel La Pearl
5c53db4ca3523524544723cb,Hotel Mayur Palace,Hotel Mayur Palace
5c53db4ca352352454472454,Hotel Morya Regency,Hotel Morya Regency
5c53db4da35235245447258b,Hotel Nirmal Residency,Hotel Nirmal Residency
5c53db4da352352454472684,Hotel Oasis,Hotel Oasis
5c53db4da352352454472716,Hotel Ocean Pearl,Hotel Ocean Pearl
5c53db4da352352454472784,Hotel Panchwati Pure Veg,Hotel Panchwati Pure Veg
5c53db4da35235245447282a,Hotel Plaza Inn,Hotel Plaza Inn
5c53db4ea35235245447298e,Hotel Rahi,Hotel Rahi
5c53db4ea35235245447295d,Hotel President,Hotel President
5c53db4ea3523524544729e9,Hotel Rajdhani,Hotel Rajdhani
5c53db4ea352352454472b6c,Hotel Rajhans Regent,Hotel Rajhans Regent
5c53db4fa352352454472bf6,Hotel Ronak Plaza,Hotel Ronak Plaza
5c53db4fa352352454472c55,Hotel Royal Star,Hotel Royal Star
5c53db4fa352352454472ce3,Hotel Sai Mahima,Hotel Sai Mahima
5c53db4fa352352454472d93,Hotel Sangat Plaza,Hotel Sangat Plaza
5c53db4fa352352454472e2f,Hotel Sangat Regency,Hotel Sangat Regency
5c53db50a352352454472fb9,Hotel Sarthak,Hotel Sarthak
5c53db50a3523524544730b2,Hotel Satya Villas,Hotel Satya Villas
5c53db50a3523524544730c6,Hotel Shan E Rahman,Hotel Shan E Rahman
5c53db51a35235245447316b,Hotel Shankar,Hotel Shankar
5c53db51a3523524544731a2,Hotel Sher-E-Punjab,Hotel Sher-E-Punjab
5c53db51a352352454473253,Hotel Shikha Palace,Hotel Shikha Palace
5c53db51a3523524544732f9,Hotel Shikha,Hotel Shikha
5c53db52a3523524544733cd,Hotel Signetic Blue,Hotel Signetic Blue
5c53db52a35235245447347e,Hotel Silver Inn,Hotel Silver Inn
5c53db52a352352454473525,Hotel Sudarshan City Walk,Hotel Sudarshan City Walk
5c53db52a352352454473544,Hotel Sunpark,Hotel Sunpark
5c53db54a3523524544736c0,Hotel Sunshine,Hotel Sunshine
5c53db54a35235245447373b,Hotel Suraj Palace,Hotel Suraj Palace
5c53db55a352352454473787,Hotel Tulsi Casa,Hotel Tulsi Casa
5c53db56a352352454473832,Hotel Tulsi Exotic,Hotel Tulsi Exotic
5c53db57a352352454473915,Hotel Western Aroma cafe and Restaurant,Hotel Western Aroma cafe and Restaurant
5c53db57a35235245447393f,House Of Candy,House Of Candy
5c53db57a352352454473964,Hungry Burger,Hungry Burger
5c53db58a352352454473994,Hungry Like Us,Hungry Like Us
5c53db59a3523524544739dd,Idli And More,Idli And More
5c53db5aa352352454473a3b,IFruit,IFruit
5c53db5aa352352454473a3c,INDIAN CHATPATI BIRYANI,INDIAN CHATPATI BIRYANI
5c53db5aa352352454473a57,Indian Flavour,Indian Flavour
5c53db5ba352352454473abd,Indian Tea House,Indian Tea House
5c53db5ba352352454473ae2,Instagaram,Instagaram
5c53db5ba352352454473af4,J Vedi Appan,J Vedi Appan
5c53db5ba352352454473b00,J.Laxmi Restaurant,J.Laxmi Restaurant
5c53db5ba352352454473b1c,J.P Chinese & Fast Food,J.P Chinese & Fast Food
5c53db5ca352352454473b79,Jackpot,Jackpot
5c53db5ca352352454473b8c,Jai Durge Rajasthan Mishthan Bhandar,Jai Durge Rajasthan Mishthan Bhandar
5c53db5da352352454473c09,Jai Hind Bakery,Jai Hind Bakery
5c53db5da352352454473c26,Jai's Dosa Hub,Jai's Dosa Hub
5c53db5da352352454473c29,Jain Chaat Hut,Jain Chaat Hut
5c53db5da352352454473c75,Jain Chatpati Gali,Jain Chatpati Gali
5c53db5fa352352454473c9e,Jain Ka Namo Namkeen,Jain Ka Namo Namkeen
5c53db5fa352352454473caf,Jain Mithai & Dairy,Jain Mithai & Dairy
5c53db5fa352352454473cc5,Jain Mithai Bhandaar,Jain Mithai Bhandaar
5c53db5fa352352454473cf2,Jaipur Street,Jaipur Street
5c53db60a352352454473d17,Jaiswal Chinese Centre,Jaiswal Chinese Centre
5c53db60a352352454473d3c,Jalandhar Chaat House,Jalandhar Chaat House
5c53db60a352352454473d3f,Jaya's,Jaya's
5c53db60a352352454473d89,Jaza Restaurant,Jaza Restaurant
5c53db60a352352454473dae,Jhama Jham Fast Food,Jhama Jham Fast Food
5c53db60a352352454473daf,Jharokha - Hotel Amer Palace,Jharokha - Hotel Amer Palace
5c53db61a352352454473dda,Jhulelal Bakery,Jhulelal Bakery
5c53db61a352352454473e05,Ji Sardar Ji,Ji Sardar Ji
5c53db61a352352454473e12,Jio Maggie,Jio Maggie
5c53db61a352352454473e4d,Jiyo Cafe,Jiyo Cafe
5c53db61a352352454473f0e,Joginder Punjabi Dhaba,Joginder Punjabi Dhaba
5c53db61a352352454473f1f,Juice Corner,Juice Corner
5c53db62a352352454473f65,Junkyard Cafe,Junkyard Cafe
5c53db62a352352454473f86,Just Cakes,Just Cakes
5c53db62a35235245447404c,K2 Club & Lounge,K2 Club & Lounge
5c53db62a35235245447407b,Kafe Kulture Express,Kafe Kulture Express
5c53db62a3523524544740ec,Kafe Kulture,Kafe Kulture
5c53db62a352352454474149,Kafeela - The Barbecue,Kafeela - The Barbecue
5c53db63a352352454474167,Kafeela - The Barbeque,Kafeela - The Barbeque
5c53db63a3523524544741aa,Kahwa Junction,Kahwa Junction
5c53db63a352352454474213,Kailash Parbat,Kailash Parbat
5c53db63a3523524544742cd,Kampus - The Food Court,Kampus - The Food Court
5c53db63a352352454474319,Kerala Cafe,Kerala Cafe
5c53db63a35235245447435d,Keventers,Keventers
5c53db64a352352454474398,KFC,KFC
5c53db64a3523524544743bc,Khaasiyat,Khaasiyat
5c53db63a35235245447434f,Ketley- The Tea Bar,Ketley- The Tea Bar
5c53db64a3523524544743e7,Khan Chacha,Khan Chacha
5c53db64a352352454474415,Khan Sahab Xpress,Khan Sahab Xpress
5c53db64a352352454474451,Khan Sahab,Khan Sahab
5c53db64a35235245447450b,Kinara A MultiCuisine Restaurant,Kinara A MultiCuisine Restaurant
5c53db64a3523524544745a3,Kolkata Biryani House,Kolkata Biryani House
5c53db64a3523524544745a8,Kolkata Chole Bhature,Kolkata Chole Bhature
5c53db65a3523524544745c8,Konetto Pizza,Konetto Pizza
5c53db65a352352454474649,Kukuz,Kukuz
5c53db65a352352454474679,Kulhad Desi Chai Chaska,Kulhad Desi Chai Chaska
5c53db65a3523524544746a5,Kulhad Treat,Kulhad Treat
5c53db65a3523524544746d9,Kulhadwala,Kulhadwala
5c53db65a352352454474729,Kundan Namkeen Center,Kundan Namkeen Center
5c53db65a352352454474768,Kwality Bakers,Kwality Bakers
5c53db66a35235245447485c,Kwality Restaurant,Kwality Restaurant
5c53db66a35235245447485d,Lahmi The Chicken House,Lahmi The Chicken House
5c53db67a3523524544749d0,Lams Era,Lams Era
5c53db67a3523524544749d1,Laxmi Chinese & Fast Food,Laxmi Chinese & Fast Food
5c53db67a3523524544749f3,Laxmi Chinese Fast Food,Laxmi Chinese Fast Food
5c53db67a352352454474948,Lake City Pride Restaurant,Lake City Pride Restaurant
5c53db67a352352454474a3f,Laxmi Green Fruits and Juice Center,Laxmi Green Fruits and Juice Center
5c53db67a352352454474ab6,Lazeez Hakeem,Lazeez Hakeem
5c53db67a352352454474c0a,LAZIZ FOOD EXPRESS,LAZIZ FOOD EXPRESS
5c53db68a352352454474ca9,Laziz Zam Zam Restaurant,Laziz Zam Zam Restaurant
5c53db68a352352454474ce3,Lhasa Chinese Food Corner,Lhasa Chinese Food Corner
5c53db68a352352454474d5b,LHD India,LHD India
5c53db68a352352454474de9,LIG Maggi & Pasta,LIG Maggi & Pasta
5c53db69a352352454474e10,Loli Mumbai Vada Pav,Loli Mumbai Vada Pav
5c53db69a352352454474e8f,Ma Karma Dairy & Bhojanalay,Ma Karma Dairy & Bhojanalay
5c53db69a352352454474ed6,Mad Over Shakes,Mad Over Shakes
5c53db69a352352454474f55,Madina Restaurant,Madina Restaurant
5c53db69a352352454474fe6,Mahadev Bhojnalay,Mahadev Bhojnalay
5c53db69a35235245447501b,Mahakaal Restaurant,Mahakaal Restaurant
5c53db69a35235245447506a,Make My Day,Make My Day
5c53db69a352352454475076,Malhotra's Kitchen,Malhotra's Kitchen
5c53db6aa3523524544750a5,Malwa's Spicy Treat Cafe & Restaurant,Malwa's Spicy Treat Cafe & Restaurant
5c53db6aa35235245447512c,Mama Fruit Juice Bar,Mama Fruit Juice Bar
5c53db6aa352352454475182,Mama Fruit Juice Bar,Mama Fruit Juice Bar
5c53db6aa3523524544751cc,Mama Juice Bar,Mama Juice Bar
5c53db6aa352352454475203,Mamaji Jalebi Wale,Mamaji Jalebi Wale
5c53db6aa352352454475250,Mamma's Burger,Mamma's Burger
5c53db6aa3523524544752e9,Mamma's Kitchen,Mamma's Kitchen
5c53db6ba352352454475367,Manohar Dairy And Restaurant,Manohar Dairy And Restaurant
5c53db6ba352352454475384,Masala Dabba,Masala Dabba
5c53db6ba352352454475301,Mangalam Proteins,Mangalam Proteins
5c53db6ba35235245447539f,Matro Shri Bhojnalay,Matro Shri Bhojnalay
5c53db6ba352352454475455,Mayur Hotel,Mayur Hotel
5c53db6ba352352454475516,Me'nu,Me'nu
5c53db6ba352352454475519,Meal On!!,Meal On!!
5c53db6ba35235245447551a,Meal On,Meal On
5c53db6ba35235245447553b,Meena Momos Shahpura Wale,Meena Momos Shahpura Wale
5c53db6ca3523524544755f3,Meethi Si Mehak,Meethi Si Mehak
5c53db6ca3523524544756d9,Merhaba,Merhaba
5c53db6ca3523524544756e8,Merhaba,Merhaba
5c53db6ca3523524544756e9,Merhaba,Merhaba
5c53db6ca3523524544756fe,Merhaba,Merhaba
5c53db6ca35235245447571c,Mewad Soda,Mewad Soda
5c53db6ca35235245447571e,Mezbaan Bhopal,Mezbaan Bhopal
5c53db6ca352352454475765,Milan Bakery,Milan Bakery
5c53db6ca3523524544757af,Milan Parantha House,Milan Parantha House
5c53db6ca3523524544756c8,Mehak Restaurant,Mehak Restaurant
5c53db6da352352454475858,Milan Restaurant,Milan Restaurant
5c53db6da3523524544758fb,Milan Restaurant,Milan Restaurant
5c53db6da352352454475927,Milan Sweets And Namkeen,Milan Sweets And Namkeen
5c53db6da352352454475980,Milano Bakes,Milano Bakes
5c53db6da3523524544759cd,Milk &  Munch,Milk &  Munch
5c53db6da3523524544759f1,Milkshake Kulture,Milkshake Kulture
5c53db6da352352454475a12,Milkshake Kulture,Milkshake Kulture
5c53db6da352352454475a37,Milkshake Kulture,Milkshake Kulture
5c53db6da352352454475a5b,Milkshake Kulture,Milkshake Kulture
5c53db6ea352352454475a7b,MilkShake Kulture,MilkShake Kulture
5c53db6ea352352454475ad1,Millenium Food Point,Millenium Food Point
5c53db6ea352352454475b10,Mishra Bhojnalaya & Restaurant,Mishra Bhojnalaya & Restaurant
5c53db6ea352352454475b89,Mishra Bhojnalya,Mishra Bhojnalya
5c53db6fa352352454475bac,Mittal Kachori Centre,Mittal Kachori Centre
5c53db6fa352352454475be6,Mix n Match,Mix n Match
5c53db6fa352352454475c2a,Mizaz-e-Bhopal,Mizaz-e-Bhopal
5c53db6fa352352454475ca6,Mom's kitchen 24x7,Mom's kitchen 24x7
5c53db6fa352352454475d41,Mom's Kitchen,Mom's Kitchen
5c53db6fa352352454475d42,Mona Tiffin Center & Mess Service,Mona Tiffin Center & Mess Service
5c53db6fa352352454475d91,Mona's Kitchen,Mona's Kitchen
5c53db70a352352454475e16,Monkey's Cafe & Grill,Monkey's Cafe & Grill
5c53db70a352352454475ebd,Monty's,Monty's
5c53db70a352352454475ee9,Morena Dairy,Morena Dairy
5c53db70a352352454475f25,MoShik's Homemade Chocolates,MoShik's Homemade Chocolates
5c53db70a352352454475f7a,Mr Cook,Mr Cook
5c53db70a352352454475f7b,Mr Tea,Mr Tea
5c53db70a352352454475fd8,Mughal Darbar Family Restaurant,Mughal Darbar Family Restaurant
5c53db70a352352454476028,Mughlai Khana Khazana,Mughlai Khana Khazana
5c53db70a352352454476056,Mukesh Coka Protein Stores,Mukesh Coka Protein Stores
5c53db71a352352454476093,Mumbai Delights,Mumbai Delights
5c53db71a3523524544760b2,Murga On Wheels,Murga On Wheels
5c53db71a3523524544760e0,Murga On Wheels,Murga On Wheels
5c53db71a3523524544760fe,Murga On Wheels,Murga On Wheels
5c53db71a352352454476122,Murga On Wheels,Murga On Wheels
5c53db71a352352454476133,Mushtaq Chicken Corner,Mushtaq Chicken Corner
5c53db71a3523524544761ba,Muskan Restaurant,Muskan Restaurant
5c53db71a3523524544762f7,My Classroom,My Classroom
5c53db75a35235245447636a,My Foods Cafe,My Foods Cafe
5c53db75a3523524544763b8,Mystic Grill,Mystic Grill
5c53db75a3523524544763e6,Naan Stop,Naan Stop
5c53db75a352352454476498,Nai Dilli,Nai Dilli
5c53db75a352352454476561,Narmada Bakers,Narmada Bakers
5c53db75a3523524544765a8,Natkhat Food Zone,Natkhat Food Zone
5c53db75a3523524544765f6,Natural Ice Cream,Natural Ice Cream
5c53db76a3523524544766ed,Nature Cottage,Nature Cottage
5c53db76a35235245447676d,Nature's Barr,Nature's Barr
5c53db76a3523524544767d4,Navratna,Navratna
5c53db76a3523524544767da,Nayaab Fast Food,Nayaab Fast Food
